股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
002714,牧原食品集团股份有限公司,2021,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,生猪（保守产品口径）,75076114955.15,78889870566.4,0.95165722,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2022-04-30/1213254727.PDF,23,151,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
002772,天水众兴菌业科技股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,食用菌种植,1556146725.49,1556146725.49,1.0,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2022-03-24/1212652075.PDF,18,112,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
300087,安徽荃银高科种业股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,水稻、玉米、小麦、瓜菜、其他作物种子,1620619581.57,2520772778.56,0.64290586,否（同一分产品维度内求和）,是,是,否,仅合计当年年报明确列示的种子产品收入，已超过合并营业收入50%；未计订单粮食、青贮、农批市场、农机农化、服务及含义不清的其他项。,,,,https://static.cninfo.com.cn/finalpage/2022-03-29/1212707454.PDF,20,118,已人工复核（跨年快速核对第四批）,逐年核对官方年报分产品收入；仅用明确种子项目的保守分子，不复制相邻年度。
300189,海南神农种业科技股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,杂交水稻、玉米、蔬菜及其他种子,129404840.72,147833027.35,0.87534459,否（同一分产品维度内求和）,是,是,否,明确种子产品收入已超过合并营业收入50%，未计农化、粮食、房屋、供应链等项目。,,,,https://static.cninfo.com.cn/finalpage/2022-04-09/1212855747.PDF,20,87,已人工复核（跨年快速核对第五批）,逐年核对官方年报分产品收入，业务转型年份按当年实际口径判定。
300511,上海雪榕生物科技股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,食用菌种植,2026974350.39,2062828781.84,0.9826188,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2024-04-26/1219839722.PDF,25,155,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
300967,宁夏晓鸣农牧股份有限公司,2021,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,蛋鸡养殖,713917595.85,714367715.43,0.9993699,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2022-04-27/1213144332.PDF,33,207,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
300970,江苏华绿生物科技集团股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,食用菌种植,578083609.15,578088209.15,0.99999204,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2022-04-09/1212857703.PDF,17,105,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
600108,甘肃亚盛实业(集团)股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,农业种植,2706171466.63,3332692529.72,0.81200754,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2022-04-20/1212981327.PDF,10,45,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600371,万向德农股份有限公司,2021,1.0,农业,行业分类候选,玉米种子（保守产品口径）,214252051.1,221697131.31,0.96641779,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2022-04-19/1212957177.PDF,14,62,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
600467,山东好当家海洋发展股份有限公司,2021,4.0,渔业,行业分类候选+龙头企业身份核实候选,水产养殖、捕捞,680380539.53,1253664442.81,0.54271344,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2022-04-26/1213099997.PDF,12,64,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600598,黑龙江北大荒农业股份有限公司,2021,1.0,农业,行业分类候选,农业行业（土地承包及农产品经营）,2842007878.6,3629374113.4,0.7830573,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2022-03-30/1212721730.PDF,15,89,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
000798,中水集团远洋股份有限公司,2023,4.0,渔业,行业分类候选,捕捞、渔业服务,2926498175.17,4041783287.5,0.72406113,否（采用分行业不重叠口径）,是,是,否,捕捞与渔业服务分别对应A04和A05，合计严格口径72.41%；未将一般零售、加工及贸易机械计入。,,,,https://static.cninfo.com.cn/finalpage/2024-03-28/1219426831.PDF,12,80,已人工复核（第一批）,严格口径占比=0.72406113；扩展口径占比=0.72406113；两套分子详见2023年报主营业务人工复核_第一批10家_v1.csv
000998,袁隆平农业高科技股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,行业分类候选+龙头企业身份核实候选,农业（水稻种子、玉米种子）,7807420305.76,9223216747.53,0.84649646,否（采用分行业不重叠口径）,是,是,否,农业分行业收入占84.65%，达到严格样本50%门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-04-29/1219866222.PDF,31,108,已人工复核（第一批）,严格口径占比=0.84649646；扩展口径占比=0.84649646；两套分子详见2023年报主营业务人工复核_第一批10家_v1.csv
001201,东瑞食品集团股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,畜牧业（生猪）,961270931.71,1037067905.17,0.92691224,否（采用分行业不重叠口径）,是,是,否,生猪收入严格口径92.69%；加入饲料后扩展口径97.39%。年报注明饲料主要供内部猪场使用，但表列收入未与生猪收入重叠。,,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219910083.PDF,17,151,已人工复核（第一批）,严格口径占比=0.92691224；扩展口径占比=0.97394434；两套分子详见2023年报主营业务人工复核_第一批10家_v1.csv
002041,山东登海种业股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,行业分类候选+龙头企业身份核实候选,农业（种业）,1551975042.78,1551975042.78,1.0,否（采用营业收入构成总表）,是,是,否,"营业收入构成表中农业收入占100%；未误用仅披露占比10%以上项目的1,531,128,505.10元。",,,,https://static.cninfo.com.cn/finalpage/2024-04-23/1219737119.PDF,14,64,已人工复核（第一批）,严格口径占比=1.0；扩展口径占比=1.0；两套分子详见2023年报主营业务人工复核_第一批10家_v1.csv
002124,天邦食品股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,生猪养殖,7310675390.02,10231927988.44,0.71449637,否（采用分行业不重叠口径）,是,是,否,生猪养殖收入严格口径71.45%；加入屠宰等食品加工后扩展口径95.72%。,,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219920450.PDF,19,79,已人工复核（第一批）,严格口径占比=0.71449637；扩展口径占比=0.95722291；两套分子详见2023年报主营业务人工复核_第一批10家_v1.csv
002157,江西正邦科技股份有限公司,2023,3.0,畜牧业,行业分类候选,养殖,4484299845.66,6991677730.61,0.64137679,否（采用同一拆分维度；已排除重复维度）,是,是,否,养殖收入严格口径64.14%，达到50%；加入饲料后扩展口径98.57%。2023年曾ST，最终回归剔除。,是,是,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219923507.PDF,17,112,已人工复核（第二批）,严格口径占比=0.64137679；扩展口径占比=0.98568615；两套分子详见2023年报主营业务人工复核_第二批8家_v1.csv
002458,山东益生种畜禽股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,鸡、猪、乳品,3094339371.59,3224676928.89,0.9595812,否（采用同一拆分维度；已排除重复维度）,是,是,否,种畜禽及乳品收入严格口径95.96%；加入畜牧设备后扩展口径99.04%。,,,,https://static.cninfo.com.cn/finalpage/2024-03-07/1219249443.PDF,20,80,已人工复核（第二批）,严格口径占比=0.9595812；扩展口径占比=0.99038036；两套分子详见2023年报主营业务人工复核_第二批8家_v1.csv
002679,福建金森林业股份有限公司,2023,2.0,林业,行业分类候选,林业,145501169.23,147650078.15,0.98544593,否（采用同一拆分维度；已排除重复维度）,是,是,否,林业分行业收入占98.54%，达到严格样本门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-07-06/1220543069.PDF,13,71,已人工复核（第二批）,严格口径占比=0.98544593；扩展口径占比=0.98544593；两套分子详见2023年报主营业务人工复核_第二批8家_v1.csv
002714,牧原食品集团股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,养殖业务（生猪）,108224321673.98,110860727714.4,0.97621876,否（采用同一拆分维度；已排除重复维度）,是,是,否,养殖业务收入占97.62%，达到严格样本门槛。屠宰业务与养殖存在内部交易抵销，本次不重复相加。,,,,https://static.cninfo.com.cn/finalpage/2024-04-27/1219861302.PDF,22,139,已人工复核（第二批）,严格口径占比=0.97621876；扩展口径占比=0.97621876；两套分子详见2023年报主营业务人工复核_第二批8家_v1.csv
002772,天水众兴菌业科技股份有限公司,2023,1.0,农业,行业分类候选+龙头企业身份核实候选,农业种植业（食用菌）,1930925770.36,1931077659.25,0.99992135,否（采用同一拆分维度；已排除重复维度）,是,是,否,农业种植业收入占99.99%，达到严格样本门槛；厂房租赁未计入。,,,,https://static.cninfo.com.cn/finalpage/2024-03-26/1219405509.PDF,15,102,已人工复核（第二批）,严格口径占比=0.99992135；扩展口径占比=0.99992135；两套分子详见2023年报主营业务人工复核_第二批8家_v1.csv
300087,安徽荃银高科种业股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,行业分类候选+龙头企业身份核实候选,水稻、玉米、小麦、棉花、瓜菜、大豆及其他作物种子,2844711221.82,4102895157.95,0.69334241,否（采用同一拆分维度；已排除重复维度）,是,是,否,仅七类种子收入合计已占69.33%，达到严格样本门槛；未依赖边界业务扩大分子。,,,,https://static.cninfo.com.cn/finalpage/2024-03-23/1219389382.PDF,17,88,已人工复核（第二批）,严格口径占比=0.69334241；扩展口径占比=0.69334241；两套分子详见2023年报主营业务人工复核_第二批8家_v1.csv
300189,海南神农种业科技股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,行业分类候选+龙头企业身份核实候选,杂交水稻、玉米、油菜及其他种子,155069173.68,166725377.15,0.93008741,否（采用分产品不重叠口径）,是,是,否,四类种子收入合计占93.01%，已达到严格样本门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-04-26/1219833092.PDF,25,80,已人工复核（第三批）,严格口径占比=0.93008741；扩展口径占比=0.93008741；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
300313,新疆天山畜牧生物工程股份有限公司,2023,3.0,畜牧业,行业分类候选,畜牧业,110513387.01,137499875.86,0.80373445,否（采用分行业口径）,是,是,否,畜牧业收入占80.37%，达到严格门槛；2023年曾ST，最终回归剔除。,是,是,,https://static.cninfo.com.cn/finalpage/2024-03-30/1219474293.PDF,20,80,已人工复核（第三批）,严格口径占比=0.80373445；扩展口径占比=0.80373445；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
300498,温氏食品集团股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,养殖行业,87844706272.81,89902322387.76,0.97711276,否（采用分行业口径）,是,是,否,养殖行业收入占营业收入97.71%，达到严格样本门槛；分母采用营业收入而非含利息收入的营业总收入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-29/1219866693.PDF,32,187,已人工复核（第三批）,严格口径占比=0.97711276；扩展口径占比=0.97711276；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
300511,上海雪榕生物科技股份有限公司,2023,1.0,农业,行业分类候选+龙头企业身份核实候选,食用菌种植,2534307562.89,2565144194.86,0.9879786,否（采用分行业口径）,是,是,否,食用菌行业收入占98.80%，达到严格样本门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-04-26/1219839662.PDF,24,124,已人工复核（第三批）,严格口径占比=0.9879786；扩展口径占比=0.9879786；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
300761,江苏立华食品集团股份有限公司,2023,3.0,畜牧业,行业分类候选,鸡、猪、鹅养殖,15267697502.53,15354096858.27,0.99437288,否（采用分产品不重叠口径）,是,是,否,鸡、猪、鹅三类养殖收入合计占99.44%，达到严格样本门槛；未计无法拆分的其他收入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-22/1219693250.PDF,26,105,已人工复核（第三批）,严格口径占比=0.99437288；扩展口径占比=0.99437288；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
300967,宁夏晓鸣农牧股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,养殖行业,830359022.41,830815831.8,0.99945017,否（采用分行业口径）,是,是,否,养殖行业收入占99.95%，达到严格样本门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-04-19/1219670312.PDF,30,143,已人工复核（第三批）,严格口径占比=0.99945017；扩展口径占比=0.99945017；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
300970,江苏华绿生物科技集团股份有限公司,2023,1.0,农业,行业分类候选+龙头企业身份核实候选,食用菌种植,996221375.81,996221375.81,1.0,否（采用分行业口径）,是,是,否,食用菌收入占100%，达到严格样本门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-04-23/1219744144.PDF,15,89,已人工复核（第三批）,严格口径占比=1.0；扩展口径占比=1.0；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
600108,甘肃亚盛实业(集团)股份有限公司,2023,1.0,农业,行业分类候选+龙头企业身份核实候选,农业种植,3113117945.76,4005115417.62,0.77728545,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,农业分行业收入占77.73%，达到严格门槛。,,,,https://static.cninfo.com.cn/finalpage/2024-04-25/1219788130.PDF,10,49,已人工复核（第四批）,严格口径占比=0.77728545；扩展口径占比=0.77728545；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
600257,大湖健康产业股份有限公司,2023,4.0,渔业,行业分类候选,水产品养殖,627113773.53,1193454619.46,0.52546093,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,农业水产品收入占52.55%，达到严格门槛；白酒、药品等未计入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-18/1219651824.PDF,24,91,已人工复核（第四批）,严格口径占比=0.52546093；扩展口径占比=0.52546093；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
600354,甘肃省敦煌种业集团股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,行业分类候选+龙头企业身份核实候选,种子,875670812.45,1157762417.27,0.75634759,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,种子收入占75.63%，达到严格门槛；食品、贸易、棉花未用于放大严格分子。,,,,https://static.cninfo.com.cn/finalpage/2024-03-22/1219375765.PDF,11,52,已人工复核（第四批）,严格口径占比=0.75634759；扩展口径占比=0.75634759；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
600371,万向德农股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,行业分类候选,玉米杂交种,300692394.38,319298968.77,0.94172679,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,玉米杂交种收入占94.17%，达到严格门槛；加入化肥后扩展口径98.05%。,,,,https://static.cninfo.com.cn/finalpage/2024-04-16/1219617366.PDF,15,55,已人工复核（第四批）,严格口径占比=0.94172679；扩展口径占比=0.98048486；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
600467,山东好当家海洋发展股份有限公司,2023,4.0,渔业,行业分类候选+龙头企业身份核实候选,海水养殖、海洋捕捞,862527464.45,1563804509.83,0.55155709,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,养殖与捕捞合计占55.16%，达到严格门槛；加入水产品加工后扩展口径97.68%。,,,,https://static.cninfo.com.cn/finalpage/2024-04-25/1219786818.PDF,13,64,已人工复核（第四批）,严格口径占比=0.55155709；扩展口径占比=0.97675336；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
600598,黑龙江北大荒农业股份有限公司,2023,1.0,农业,行业分类候选,农业土地承包及农产品经营,3590194105.74,5044443383.2,0.71171264,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,土地承包及农产品经营直接服务农业生产，合计占71.17%，按A05直接相关业务计入严格口径。,,,,https://static.cninfo.com.cn/finalpage/2024-03-29/1219444566.PDF,14,88,已人工复核（第四批）,严格口径占比=0.71171264；扩展口径占比=0.71171264；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
600975,湖南新五丰股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,畜牧业（生猪）,3754975937.03,5631944572.42,0.66672814,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,畜牧业收入占66.67%，达到严格门槛；加入饲料后扩展口径69.10%，批发零售未计入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-20/1219705303.PDF,24,177,已人工复核（第四批）,严格口径占比=0.66672814；扩展口径占比=0.69100114；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
603477,乐山巨星农牧股份有限公司,2023,3.0,畜牧业,行业分类候选,畜禽养殖,3946820977.02,4040713360.73,0.97676341,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,畜禽养殖收入占97.68%，达到严格门槛；皮革业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2024-03-23/1219388580.PDF,19,86,已人工复核（第四批）,严格口径占比=0.97676341；扩展口径占比=0.97676341；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
605296,云南神农农业产业集团股份有限公司,2023,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,畜牧养殖,2094682094.43,3891278625.2,0.53830175,已按同一拆分维度处理；无法拆分时保持待核实,是,是,否,畜牧养殖收入占53.83%，达到严格门槛；加入饲料后扩展口径66.64%，为避免内部交易重叠未叠加屠宰收入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-26/1219837411.PDF,29,154,已人工复核（第四批）,严格口径占比=0.53830175；扩展口径占比=0.66638065；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
